model-1617599740,1617599743.556,0.64,0.2277,0.63,0.2339
model-1617599740,1617599743.574,0.6,0.2362,0.55,0.2533
model-1617599740,1617599743.596,0.6,0.2434,0.64,0.2293
model-1617599740,1617599743.616,0.64,0.2339,0.56,0.2475
model-1617599740,1617599743.638,0.61,0.2353,0.59,0.2321
model-1617599740,1617599743.656,0.56,0.2388,0.68,0.2188
model-1617599740,1617599743.674,0.56,0.2383,0.57,0.2494
model-1617599740,1617599743.692,0.61,0.2322,0.6,0.2283
model-1617599740,1617599743.713,0.5,0.2543,0.62,0.2352
model-1617599740,1617599743.732,0.57,0.2341,0.52,0.2556
model-1617599740,1617599743.749,0.56,0.242,0.59,0.2267
model-1617599740,1617599743.767,0.63,0.236,0.63,0.2395
model-1617599740,1617599743.785,0.57,0.2401,0.69,0.2197
model-1617599740,1617599743.803,0.63,0.2258,0.6,0.2412
model-1617599740,1617599743.824,0.63,0.231,0.56,0.2461
model-1617599740,1617599743.842,0.62,0.2405,0.6,0.2391
model-1617599740,1617599743.86,0.59,0.2448,0.58,0.2322
model-1617599740,1617599743.878,0.61,0.2412,0.46,0.2757
model-1617599740,1617599743.896,0.55,0.2426,0.51,0.259
model-1617599740,1617599743.913,0.57,0.2422,0.57,0.2369
model-1617599740,1617599743.934,0.59,0.2371,0.58,0.2329
model-1617599740,1617599743.952,0.52,0.2427,0.65,0.2304
model-1617599740,1617599743.969,0.7,0.2214,0.49,0.2519
model-1617599740,1617599743.987,0.51,0.248,0.61,0.2365
model-1617599740,1617599744.004,0.62,0.2268,0.5,0.2395
model-1617599740,1617599744.022,0.55,0.235,0.61,0.2378
model-1617599740,1617599744.042,0.51,0.2395,0.59,0.2374
model-1617599740,1617599744.059,0.59,0.2365,0.55,0.2529
model-1617599740,1617599744.079,0.5,0.2446,0.59,0.2388
model-1617599740,1617599744.096,0.59,0.2429,0.65,0.232
model-1617599740,1617599744.114,0.6,0.2372,0.62,0.2341
model-1617599740,1617599744.132,0.57,0.24,0.56,0.2427
model-1617599740,1617599744.153,0.65,0.2335,0.62,0.2334
model-1617599740,1617599744.17,0.65,0.2336,0.55,0.2492
model-1617599740,1617599744.187,0.6,0.2357,0.57,0.2503
model-1617599740,1617599744.205,0.57,0.2385,0.54,0.2397
model-1617599740,1617599744.222,0.52,0.2509,0.66,0.231
model-1617599740,1617599744.24,0.65,0.2343,0.59,0.2477
model-1617599740,1617599744.26,0.57,0.2431,0.59,0.2347
model-1617599740,1617599744.278,0.6,0.2423,0.63,0.223
model-1617599740,1617599744.295,0.63,0.2302,0.61,0.2395
model-1617599740,1617599744.313,0.56,0.2502,0.66,0.2188
model-1617599740,1617599744.33,0.51,0.243,0.55,0.2553
model-1617599740,1617599744.348,0.58,0.2332,0.59,0.2425
model-1617599740,1617599744.368,0.56,0.2495,0.63,0.2239
model-1617599740,1617599744.386,0.61,0.2324,0.51,0.2616
model-1617599740,1617599744.403,0.58,0.2498,0.63,0.2329
model-1617599740,1617599744.421,0.51,0.2708,0.57,0.2466
model-1617599740,1617599744.441,0.59,0.2417,0.6,0.2385
model-1617599740,1617599744.461,0.62,0.24,0.57,0.2469
model-1617599740,1617599744.482,0.67,0.2258,0.53,0.2499
model-1617599740,1617599744.499,0.55,0.2392,0.59,0.2368
model-1617599740,1617599744.517,0.63,0.2367,0.67,0.2336
model-1617599740,1617599744.534,0.6,0.2295,0.57,0.2348
model-1617599740,1617599744.552,0.6,0.2308,0.56,0.2438
model-1617599740,1617599744.57,0.62,0.2305,0.46,0.2634
model-1617599740,1617599744.591,0.63,0.226,0.59,0.2402
model-1617599740,1617599744.609,0.62,0.2374,0.54,0.2435
model-1617599740,1617599744.621,0.6,0.2374,0.58,0.2311
model-1617599740,1617599744.645,0.57,0.2366,0.59,0.2373
model-1617599740,1617599744.663,0.64,0.2342,0.55,0.2417
model-1617599740,1617599744.681,0.53,0.24,0.57,0.2357
model-1617599740,1617599744.699,0.66,0.2252,0.58,0.2366
model-1617599740,1617599744.717,0.6,0.2274,0.58,0.2413
model-1617599740,1617599744.735,0.62,0.2338,0.59,0.2452
model-1617599740,1617599744.756,0.58,0.2438,0.6,0.2288
model-1617599740,1617599744.775,0.67,0.2196,0.55,0.2477
model-1617599740,1617599744.793,0.64,0.2324,0.54,0.2393
model-1617599740,1617599744.81,0.49,0.2439,0.66,0.2289
model-1617599740,1617599744.831,0.56,0.2438,0.63,0.2309
model-1617599740,1617599744.848,0.61,0.2353,0.58,0.244
model-1617599740,1617599744.869,0.61,0.2308,0.58,0.2437
model-1617599740,1617599744.887,0.49,0.2592,0.61,0.2298
model-1617599740,1617599744.904,0.48,0.2488,0.57,0.24
model-1617599740,1617599744.922,0.56,0.2392,0.55,0.2447
model-1617599740,1617599744.94,0.57,0.2412,0.56,0.2343
model-1617599740,1617599744.957,0.59,0.2397,0.53,0.2478
model-1617599740,1617599744.979,0.59,0.2341,0.51,0.2512
model-1617599740,1617599744.996,0.63,0.2357,0.61,0.2346
model-1617599740,1617599745.014,0.61,0.2349,0.6,0.2249
model-1617599740,1617599745.032,0.55,0.2448,0.59,0.2317
model-1617599740,1617599745.05,0.6,0.2438,0.54,0.2333
model-1617599740,1617599745.068,0.52,0.2475,0.59,0.2437
model-1617599740,1617599745.089,0.54,0.2451,0.69,0.2242
model-1617599740,1617599745.107,0.65,0.2233,0.55,0.2436
model-1617599740,1617599745.125,0.6,0.2434,0.6,0.2341
model-1617599740,1617599745.142,0.59,0.2359,0.59,0.2355
model-1617599740,1617599745.16,0.63,0.2327,0.7,0.2151
model-1617599740,1617599745.18,0.56,0.2443,0.72,0.2177
model-1617599740,1617599745.202,0.66,0.2298,0.56,0.2615
model-1617599740,1617599745.22,0.58,0.2434,0.59,0.233
model-1617599740,1617599745.238,0.54,0.2512,0.66,0.2209
model-1617599740,1617599745.256,0.56,0.2445,0.64,0.2333
model-1617599740,1617599745.274,0.62,0.2225,0.7,0.2116
model-1617599740,1617599745.292,0.55,0.2459,0.63,0.2247
model-1617599740,1617599745.312,0.58,0.2483,0.6,0.2425
model-1617599740,1617599745.331,0.59,0.2366,0.55,0.2526
model-1617599740,1617599745.349,0.69,0.2209,0.55,0.2562
model-1617599740,1617599745.366,0.65,0.2202,0.6,0.2556
model-1617599740,1617599745.384,0.63,0.2361,0.6,0.2443
model-1617599740,1617599745.401,0.56,0.2412,0.62,0.2344
model-1617599740,1617599745.422,0.64,0.2262,0.58,0.2377
model-1617599740,1617599745.44,0.57,0.2403,0.61,0.2343
model-1617599740,1617599745.46,0.55,0.235,0.63,0.2283
model-1617599740,1617599745.479,0.63,0.2349,0.62,0.234
model-1617599740,1617599745.497,0.64,0.2259,0.58,0.2354
model-1617599740,1617599745.515,0.62,0.231,0.65,0.2315
model-1617599740,1617599745.537,0.48,0.2587,0.55,0.2421
model-1617599740,1617599745.558,0.61,0.2328,0.56,0.2287
model-1617599740,1617599745.576,0.62,0.2247,0.61,0.2307
model-1617599740,1617599745.594,0.62,0.2347,0.64,0.2262
model-1617599740,1617599745.612,0.62,0.2342,0.61,0.2251
model-1617599740,1617599745.63,0.49,0.253,0.66,0.222
model-1617599740,1617599745.651,0.52,0.2573,0.66,0.2124
model-1617599740,1617599745.668,0.6,0.2257,0.52,0.2521
model-1617599740,1617599745.686,0.57,0.2411,0.64,0.2294
model-1617599740,1617599745.703,0.6,0.2407,0.63,0.2236
model-1617599740,1617599745.721,0.6,0.238,0.58,0.2314
model-1617599740,1617599745.739,0.59,0.2346,0.55,0.2551
model-1617599740,1617599745.759,0.55,0.2548,0.61,0.2264
model-1617599740,1617599745.778,0.54,0.2566,0.65,0.2168
model-1617599740,1617599745.795,0.48,0.2735,0.54,0.2451
model-1617599740,1617599745.813,0.55,0.2557,0.62,0.2148
model-1617599740,1617599745.83,0.61,0.2335,0.62,0.2286
model-1617599740,1617599745.847,0.66,0.2192,0.58,0.2346
model-1617599740,1617599745.868,0.55,0.251,0.62,0.2317
model-1617599740,1617599745.885,0.55,0.2503,0.63,0.2339
model-1617599740,1617599745.905,0.62,0.2373,0.56,0.2525
model-1617599740,1617599745.924,0.55,0.2402,0.55,0.2325
model-1617599740,1617599745.942,0.54,0.2376,0.54,0.2398
model-1617599740,1617599745.96,0.53,0.243,0.52,0.2479
model-1617599740,1617599745.98,0.64,0.2322,0.64,0.227
model-1617599740,1617599745.998,0.57,0.2515,0.61,0.236
model-1617599740,1617599746.016,0.59,0.2346,0.68,0.2167
model-1617599740,1617599746.033,0.53,0.2471,0.62,0.2324
model-1617599740,1617599746.051,0.57,0.2372,0.54,0.2402
model-1617599740,1617599746.069,0.56,0.236,0.51,0.2439
model-1617599740,1617599746.09,0.72,0.2176,0.6,0.2354
model-1617599740,1617599746.108,0.52,0.2499,0.6,0.2367
model-1617599740,1617599746.126,0.62,0.2332,0.66,0.2268
model-1617599740,1617599746.143,0.62,0.234,0.56,0.2312
model-1617599740,1617599746.16,0.64,0.2243,0.63,0.23
model-1617599740,1617599746.178,0.73,0.2148,0.6,0.2328
model-1617599740,1617599746.199,0.61,0.2252,0.49,0.2537
model-1617599740,1617599746.216,0.6,0.2173,0.68,0.2261
model-1617599740,1617599746.234,0.57,0.2316,0.57,0.2422
model-1617599740,1617599746.252,0.56,0.2508,0.55,0.2513
model-1617599740,1617599746.272,0.64,0.2347,0.65,0.2165
model-1617599740,1617599746.29,0.62,0.2347,0.72,0.2013
model-1617599740,1617599746.311,0.62,0.2176,0.48,0.2635
model-1617599740,1617599746.328,0.56,0.2259,0.53,0.2511
model-1617599740,1617599746.346,0.59,0.2298,0.63,0.2235
model-1617599740,1617599746.364,0.7,0.2235,0.52,0.2547
model-1617599740,1617599746.382,0.71,0.2099,0.73,0.2118
model-1617599740,1617599746.4,0.73,0.2071,0.66,0.2201
model-1617599740,1617599746.42,0.56,0.2436,0.61,0.2331
model-1617599740,1617599746.437,0.58,0.2402,0.59,0.2417
model-1617599740,1617599746.454,0.55,0.2402,0.64,0.2203
model-1617599740,1617599746.475,0.64,0.2282,0.62,0.2356
model-1617599740,1617599746.493,0.54,0.2439,0.56,0.2457
model-1617599740,1617599746.511,0.69,0.2252,0.64,0.2178
model-1617599740,1617599746.535,0.62,0.2287,0.61,0.2382
model-1617599740,1617599746.552,0.66,0.2222,0.6,0.2295
model-1617599740,1617599746.57,0.6,0.2368,0.62,0.2419
model-1617599740,1617599746.587,0.65,0.2273,0.6,0.2397
model-1617599740,1617599746.604,0.64,0.234,0.67,0.2242
model-1617599740,1617599746.622,0.58,0.2538,0.65,0.2134
model-1617599740,1617599746.645,0.63,0.2288,0.59,0.2338
model-1617599740,1617599746.662,0.62,0.2434,0.65,0.2355
model-1617599740,1617599746.68,0.6,0.2282,0.57,0.2347
model-1617599740,1617599746.698,0.64,0.223,0.64,0.2251
model-1617599740,1617599746.715,0.64,0.2073,0.63,0.2389
model-1617599740,1617599746.734,0.67,0.2223,0.59,0.2263
model-1617599740,1617599746.754,0.57,0.2396,0.67,0.2157
model-1617599740,1617599746.772,0.7,0.2134,0.7,0.2128
model-1617599740,1617599746.792,0.63,0.2265,0.66,0.2175
model-1617599740,1617599746.809,0.64,0.2249,0.58,0.2286
model-1617599740,1617599746.827,0.72,0.2069,0.63,0.2338
model-1617599740,1617599746.845,0.61,0.2348,0.61,0.2302
model-1617599740,1617599746.865,0.61,0.2314,0.56,0.2411
model-1617599740,1617599746.883,0.62,0.2407,0.73,0.2019
model-1617599740,1617599746.901,0.68,0.2176,0.68,0.2193
model-1617599740,1617599746.919,0.67,0.2133,0.58,0.2304
model-1617599740,1617599746.937,0.7,0.2084,0.66,0.2093
model-1617599740,1617599746.954,0.64,0.2233,0.67,0.2178
model-1617599740,1617599746.975,0.66,0.22,0.6,0.2343
model-1617599740,1617599746.994,0.6,0.2304,0.65,0.2092
model-1617599740,1617599747.011,0.68,0.2158,0.66,0.2233
model-1617599740,1617599747.029,0.54,0.236,0.6,0.2376
model-1617599740,1617599747.047,0.67,0.2036,0.6,0.2295
model-1617599740,1617599747.065,0.62,0.231,0.72,0.1996
model-1617599740,1617599747.087,0.69,0.2088,0.64,0.2081
model-1617599740,1617599747.104,0.57,0.2526,0.69,0.219
model-1617599740,1617599747.122,0.61,0.2484,0.64,0.2169
model-1617599740,1617599747.14,0.66,0.2234,0.63,0.2156
model-1617599740,1617599747.158,0.63,0.2216,0.61,0.241
model-1617599740,1617599747.175,0.63,0.2156,0.57,0.242
model-1617599740,1617599747.197,0.68,0.2051,0.69,0.2069
model-1617599740,1617599747.214,0.52,0.2699,0.72,0.1848
model-1617599740,1617599747.232,0.58,0.2392,0.59,0.2275
model-1617599740,1617599747.25,0.64,0.2276,0.58,0.2447
model-1617599740,1617599747.268,0.68,0.215,0.66,0.2175
model-1617599740,1617599747.285,0.63,0.2292,0.67,0.2298
model-1617599740,1617599747.305,0.69,0.2067,0.6,0.2401
model-1617599740,1617599747.323,0.61,0.2347,0.63,0.2116
model-1617599740,1617599747.341,0.62,0.2309,0.69,0.2111
model-1617599740,1617599747.36,0.75,0.202,0.58,0.2293
model-1617599740,1617599747.379,0.64,0.2239,0.65,0.224
model-1617599740,1617599747.396,0.64,0.2349,0.68,0.1949
model-1617599740,1617599747.417,0.68,0.2098,0.62,0.2368
model-1617599740,1617599747.436,0.65,0.2223,0.67,0.2074
model-1617599740,1617599747.454,0.58,0.2396,0.62,0.2314
model-1617599740,1617599747.472,0.72,0.203,0.69,0.2049
model-1617599740,1617599747.493,0.63,0.2108,0.71,0.2023
model-1617599740,1617599747.511,0.65,0.2245,0.71,0.1974
model-1617599740,1617599747.533,0.61,0.2491,0.65,0.2174
model-1617599740,1617599747.551,0.58,0.245,0.57,0.2478
model-1617599740,1617599747.568,0.61,0.2231,0.58,0.2401
model-1617599740,1617599747.586,0.69,0.207,0.6,0.2163
model-1617599740,1617599747.604,0.73,0.1977,0.69,0.2039
model-1617599740,1617599747.623,0.6,0.2405,0.68,0.2085
model-1617599740,1617599747.646,0.73,0.1961,0.66,0.2152
model-1617599740,1617599747.664,0.65,0.2238,0.68,0.2166
model-1617599740,1617599747.684,0.69,0.1974,0.59,0.2277
model-1617599740,1617599747.702,0.67,0.2037,0.59,0.2642
model-1617599740,1617599747.721,0.64,0.2134,0.71,0.202
model-1617599740,1617599747.743,0.59,0.226,0.61,0.2316
model-1617599740,1617599747.765,0.69,0.1992,0.62,0.2241
model-1617599740,1617599747.785,0.59,0.2316,0.64,0.2234
model-1617599740,1617599747.804,0.67,0.2077,0.66,0.2006
model-1617599740,1617599747.822,0.62,0.2234,0.73,0.1969
model-1617599740,1617599747.84,0.58,0.2547,0.62,0.2255
model-1617599740,1617599747.858,0.64,0.2252,0.72,0.1942
model-1617599740,1617599747.88,0.67,0.2195,0.64,0.2233
model-1617599740,1617599747.897,0.64,0.2267,0.56,0.2444
model-1617599740,1617599747.915,0.64,0.2227,0.68,0.2163
model-1617599740,1617599747.933,0.7,0.1996,0.69,0.2054
model-1617599740,1617599747.951,0.7,0.1951,0.72,0.1972
model-1617599740,1617599747.968,0.65,0.2241,0.68,0.2141
model-1617599740,1617599747.99,0.68,0.2067,0.7,0.2058
model-1617599740,1617599748.007,0.67,0.2105,0.68,0.1977
model-1617599740,1617599748.025,0.67,0.2084,0.65,0.2116
model-1617599740,1617599748.043,0.68,0.201,0.56,0.2409
model-1617599740,1617599748.062,0.7,0.2091,0.59,0.223
model-1617599740,1617599748.081,0.62,0.2311,0.71,0.1971
model-1617599740,1617599748.103,0.61,0.2339,0.62,0.2131
model-1617599740,1617599748.122,0.67,0.2032,0.67,0.2018
model-1617599740,1617599748.141,0.65,0.2315,0.63,0.2318
model-1617599740,1617599748.16,0.7,0.2024,0.75,0.1928
model-1617599740,1617599748.179,0.67,0.2052,0.72,0.1985
model-1617599740,1617599748.197,0.62,0.2383,0.69,0.2087
model-1617599740,1617599748.219,0.64,0.2301,0.58,0.2368
model-1617599740,1617599748.238,0.59,0.2519,0.64,0.2367
model-1617599740,1617599748.257,0.66,0.2196,0.7,0.1932
model-1617599740,1617599748.275,0.65,0.2252,0.68,0.2135
model-1617599740,1617599748.294,0.64,0.233,0.69,0.188
model-1617599740,1617599748.313,0.66,0.2295,0.62,0.223
model-1617599740,1617599748.336,0.65,0.2269,0.78,0.1878
model-1617599740,1617599748.355,0.66,0.2102,0.7,0.2223
model-1617599740,1617599748.374,0.67,0.2063,0.69,0.2074
model-1617599740,1617599748.392,0.59,0.2352,0.74,0.182
model-1617599740,1617599748.411,0.66,0.2002,0.74,0.1875
model-1617599740,1617599748.429,0.66,0.2174,0.69,0.2046
model-1617599740,1617599748.453,0.69,0.211,0.68,0.2088
model-1617599740,1617599748.471,0.65,0.211,0.66,0.2012
model-1617599740,1617599748.493,0.69,0.212,0.73,0.2046
model-1617599740,1617599748.513,0.65,0.2129,0.74,0.1909
model-1617599740,1617599748.532,0.7,0.1938,0.63,0.2347
model-1617599740,1617599748.55,0.6,0.2389,0.66,0.2267
model-1617599740,1617599748.572,0.67,0.2214,0.65,0.226
model-1617599740,1617599748.591,0.72,0.1947,0.65,0.2312
model-1617599740,1617599748.609,0.73,0.1905,0.67,0.2088
model-1617599740,1617599748.628,0.68,0.2108,0.6,0.2282
model-1617599740,1617599748.647,0.73,0.1927,0.62,0.2225
